"Sex","Yr","date","yday","Site","Mass"
2,1998,1998-05-08,128,"Friese_kust",266
2,1998,1998-05-08,128,"Friese_kust",285
2,1998,1998-05-08,128,"Friese_kust",305
2,1998,1998-05-08,128,"Friese_kust",320
2,1998,1998-05-08,128,"Friese_kust",315
2,1998,1998-05-08,128,"Friese_kust",328
2,1998,1998-05-08,128,"Friese_kust",287
2,1998,1998-05-08,128,"Friese_kust",358
2,1998,1998-05-08,128,"Friese_kust",273
2,1998,1998-05-08,128,"Friese_kust",300
1,1998,1998-05-08,128,"Friese_kust",258
1,1998,1998-05-08,128,"Friese_kust",217
1,1998,1998-05-11,131,"Friese_kust",213
1,1998,1998-05-11,131,"Friese_kust",307
1,1998,1998-05-11,131,"Friese_kust",310
1,1998,1998-05-11,131,"Friese_kust",292
1,1998,1998-05-11,131,"Friese_kust",215
1,1998,1998-05-11,131,"Friese_kust",308
1,1998,1998-05-11,131,"Friese_kust",260
1,1998,1998-05-11,131,"Friese_kust",275
1,1998,1998-05-11,131,"Friese_kust",208
1,1998,1998-05-11,131,"Friese_kust",322
1,1998,1998-05-11,131,"Friese_kust",235
1,1998,1998-05-11,131,"Friese_kust",316
1,1998,1998-05-11,131,"Friese_kust",198
1,1998,1998-05-11,131,"Friese_kust",242
1,1998,1998-05-11,131,"Friese_kust",262
1,1998,1998-05-11,131,"Friese_kust",261
1,1998,1998-05-11,131,"Friese_kust",216
1,1998,1998-05-11,131,"Friese_kust",282
1,1998,1998-05-11,131,"Friese_kust",328
1,1998,1998-05-11,131,"Friese_kust",227
1,1998,1998-05-11,131,"Friese_kust",280
1,1998,1998-05-11,131,"Friese_kust",230
1,1998,1998-05-11,131,"Friese_kust",270
2,1998,1998-05-11,131,"Friese_kust",318
2,1998,1998-05-11,131,"Friese_kust",327
2,1998,1998-05-11,131,"Friese_kust",296
2,1998,1998-05-11,131,"Friese_kust",315
2,1998,1998-05-11,131,"Friese_kust",306
2,1998,1998-05-11,131,"Friese_kust",256
2,1998,1998-05-11,131,"Friese_kust",281
2,1998,1998-05-11,131,"Friese_kust",348
2,1998,1998-05-11,131,"Friese_kust",325
2,1998,1998-05-11,131,"Friese_kust",309
2,1998,1998-05-11,131,"Friese_kust",366
2,1998,1998-05-11,131,"Friese_kust",263
2,1998,1998-05-11,131,"Friese_kust",341
2,1998,1998-05-11,131,"Friese_kust",372
2,1998,1998-05-11,131,"Friese_kust",331
2,1998,1998-05-11,131,"Friese_kust",312
2,1998,1998-05-11,131,"Friese_kust",337
2,1998,1998-05-11,131,"Friese_kust",350
2,1998,1998-05-11,131,"Friese_kust",302
2,1998,1998-05-11,131,"Friese_kust",341
2,1998,1998-05-11,131,"Friese_kust",333
2,1998,1998-05-11,131,"Friese_kust",401
2,1998,1998-05-11,131,"Friese_kust",298
2,1998,1998-05-11,131,"Friese_kust",393
2,1998,1998-05-11,131,"Friese_kust",425
2,1998,1998-05-11,131,"Friese_kust",408
2,1998,1998-05-11,131,"Friese_kust",400
2,1998,1998-05-11,131,"Friese_kust",335
2,1998,1998-05-11,131,"Friese_kust",304
2,1998,1998-05-11,131,"Friese_kust",317
2,1998,1998-05-11,131,"Friese_kust",287
2,1998,1998-05-11,131,"Friese_kust",312
2,1998,1998-05-11,131,"Friese_kust",345
2,1998,1998-05-11,131,"Friese_kust",395
2,1998,1998-05-11,131,"Friese_kust",322
2,1998,1998-05-11,131,"Friese_kust",323
2,1998,1998-05-11,131,"Friese_kust",277
2,1998,1998-05-11,131,"Friese_kust",287
2,1998,1998-05-11,131,"Friese_kust",305
1,1998,1998-05-12,132,"Friese_kust",317
1,1998,1998-05-12,132,"Friese_kust",200
1,1998,1998-05-12,132,"Friese_kust",270
1,1998,1998-05-12,132,"Friese_kust",300
1,1998,1998-05-12,132,"Friese_kust",228
2,1998,1998-05-12,132,"Friese_kust",309
2,1998,1998-05-12,132,"Friese_kust",312
2,1998,1998-05-12,132,"Friese_kust",400
2,1998,1998-05-12,132,"Friese_kust",285
2,1998,1998-05-12,132,"Friese_kust",363
2,1998,1998-05-12,132,"Friese_kust",380
2,1998,1998-05-12,132,"Friese_kust",388
2,1998,1998-05-12,132,"Friese_kust",385
1,1998,1998-05-13,133,"Friese_kust",325
1,1998,1998-05-13,133,"Friese_kust",302
1,1998,1998-05-13,133,"Friese_kust",233
1,1998,1998-05-13,133,"Texel",323
1,1998,1998-05-13,133,"Texel",305
1,1998,1998-05-13,133,"Texel",313
1,1998,1998-05-13,133,"Friese_kust",328
1,1998,1998-05-13,133,"Texel",290
1,1998,1998-05-13,133,"Texel",230
1,1998,1998-05-13,133,"Texel",288
1,1998,1998-05-13,133,"Texel",300
1,1998,1998-05-13,133,"Texel",308
1,1998,1998-05-13,133,"Texel",248
1,1998,1998-05-13,133,"Texel",275
1,1998,1998-05-13,133,"Texel",345
1,1998,1998-05-13,133,"Texel",300
1,1998,1998-05-13,133,"Texel",280
1,1998,1998-05-13,133,"Texel",234
1,1998,1998-05-13,133,"Texel",333
2,1998,1998-05-13,133,"Texel",408
2,1998,1998-05-13,133,"Texel",365
2,1998,1998-05-13,133,"Texel",338
2,1998,1998-05-13,133,"Texel",382
2,1998,1998-05-13,133,"Texel",390
2,1998,1998-05-13,133,"Texel",430
2,1998,1998-05-13,133,"Texel",284
2,1998,1998-05-13,133,"Texel",332
2,1998,1998-05-13,133,"Texel",355
2,1998,1998-05-13,133,"Texel",400
2,1998,1998-05-13,133,"Texel",360
2,1998,1998-05-13,133,"Texel",396
2,1998,1998-05-13,133,"Texel",405
2,1998,1998-05-13,133,"Texel",359
2,1998,1998-05-13,133,"Texel",325
2,1998,1998-05-13,133,"Texel",278
2,1998,1998-05-13,133,"Texel",335
2,1998,1998-05-13,133,"Texel",268
2,1998,1998-05-13,133,"Texel",315
1,1998,1998-05-13,133,"Texel",320
1,1998,1998-05-13,133,"Texel",290
1,1998,1998-05-13,133,"Texel",318
1,1998,1998-05-13,133,"Texel",320
1,1998,1998-05-13,133,"Texel",325
1,1998,1998-05-13,133,"Texel",312
1,1998,1998-05-13,133,"Friese_kust",278
1,1998,1998-05-13,133,"Texel",275
1,1998,1998-05-13,133,"Texel",290
1,1998,1998-05-13,133,"Texel",338
1,1998,1998-05-13,133,"Texel",286
1,1998,1998-05-13,133,"Texel",275
1,1998,1998-05-13,133,"Texel",296
2,1998,1998-05-13,133,"Friese_kust",325
2,1998,1998-05-13,133,"Friese_kust",303
1,1998,1998-05-14,134,"Friese_kust",315
1,1998,1998-05-14,134,"Texel",335
1,1998,1998-05-14,134,"Texel",295
1,1998,1998-05-14,134,"Texel",365
1,1998,1998-05-14,134,"Texel",310
1,1998,1998-05-14,134,"Texel",265
1,1998,1998-05-14,134,"Texel",385
1,1998,1998-05-14,134,"Texel",255
1,1998,1998-05-14,134,"Texel",304
1,1998,1998-05-14,134,"Texel",323
1,1998,1998-05-14,134,"Texel",319
1,1998,1998-05-14,134,"Texel",280
1,1998,1998-05-14,134,"Texel",310
1,1998,1998-05-14,134,"Texel",248
1,1998,1998-05-14,134,"Texel",288
1,1998,1998-05-14,134,"Texel",308
1,1998,1998-05-14,134,"Texel",270
2,1998,1998-05-14,134,"Texel",330
2,1998,1998-05-14,134,"Texel",372
2,1998,1998-05-14,134,"Texel",298
2,1998,1998-05-14,134,"Texel",395
2,1998,1998-05-14,134,"Texel",375
2,1998,1998-05-14,134,"Texel",360
2,1998,1998-05-14,134,"Texel",280
2,1998,1998-05-14,134,"Texel",355
2,1998,1998-05-14,134,"Texel",370
2,1998,1998-05-14,134,"Texel",335
2,1998,1998-05-14,134,"Texel",290
2,1998,1998-05-14,134,"Texel",305
2,1998,1998-05-14,134,"Texel",365
2,1998,1998-05-14,134,"Texel",345
2,1998,1998-05-14,134,"Texel",393
2,1998,1998-05-14,134,"Texel",340
1,1998,1998-05-14,134,"Friese_kust",197
1,1998,1998-05-14,134,"Texel",328
1,1998,1998-05-14,134,"Texel",250
1,1998,1998-05-14,134,"Texel",278
1,1998,1998-05-14,134,"Texel",320
1,1998,1998-05-14,134,"Texel",245
1,1998,1998-05-14,134,"Texel",275
1,1998,1998-05-14,134,"Texel",303
1,1998,1998-05-14,134,"Friese_kust",243
1,1998,1998-05-14,134,"Texel",255
1,1998,1998-05-14,134,"Friese_kust",283
1,1998,1998-05-14,134,"Texel",255
1,1998,1998-05-14,134,"Texel",290
1,1998,1998-05-14,134,"Texel",260
1,1998,1998-05-14,134,"Friese_kust",210
1,1998,1998-05-14,134,"Texel",300
1,1998,1998-05-14,134,"Texel",308
1,1998,1998-05-14,134,"Friese_kust",315
1,1998,1998-05-15,135,"Friese_kust",258
1,1998,1998-05-15,135,"Friese_kust",317
1,1998,1998-05-15,135,"Friese_kust",295
1,1998,1998-05-15,135,"Friese_kust",273
1,1998,1998-05-15,135,"Texel",280
1,1998,1998-05-15,135,"Texel",280
1,1998,1998-05-15,135,"Texel",315
1,1998,1998-05-15,135,"Texel",325
1,1998,1998-05-15,135,"Texel",265
1,1998,1998-05-15,135,"Texel",336
1,1998,1998-05-15,135,"Texel",245
1,1998,1998-05-15,135,"Texel",273
1,1998,1998-05-15,135,"Friese_kust",283
2,1998,1998-05-15,135,"Texel",275
2,1998,1998-05-15,135,"Texel",310
2,1998,1998-05-15,135,"Texel",370
2,1998,1998-05-15,135,"Texel",355
2,1998,1998-05-15,135,"Texel",305
2,1998,1998-05-15,135,"Texel",376
2,1998,1998-05-15,135,"Texel",275
2,1998,1998-05-15,135,"Texel",393
2,1998,1998-05-15,135,"Texel",362
2,1998,1998-05-15,135,"Texel",293
2,1998,1998-05-15,135,"Texel",357
2,1998,1998-05-15,135,"Texel",387
2,1998,1998-05-15,135,"Texel",260
2,1998,1998-05-15,135,"Texel",235
2,1998,1998-05-15,135,"Texel",325
2,1998,1998-05-15,135,"Texel",368
2,1998,1998-05-15,135,"Texel",370
2,1998,1998-05-15,135,"Texel",415
1,1998,1998-05-15,135,"Friese_kust",238
1,1998,1998-05-15,135,"Friese_kust",312
1,1998,1998-05-15,135,"Texel",295
1,1998,1998-05-15,135,"Texel",300
1,1998,1998-05-15,135,"Texel",337
1,1998,1998-05-15,135,"Texel",263
1,1998,1998-05-15,135,"Texel",290
1,1998,1998-05-15,135,"Friese_kust",308
2,1998,1998-05-15,135,"Friese_kust",383
2,1998,1998-05-15,135,"Friese_kust",335
2,1998,1998-05-15,135,"Friese_kust",307
2,1998,1998-05-15,135,"Friese_kust",385
2,1998,1998-05-15,135,"Friese_kust",380
2,1998,1998-05-15,135,"Friese_kust",390
2,1998,1998-05-15,135,"Friese_kust",342
2,1998,1998-05-15,135,"Friese_kust",346
2,1998,1998-05-15,135,"Friese_kust",270
2,1998,1998-05-15,135,"Friese_kust",365
2,1998,1998-05-15,135,"Friese_kust",356
2,1998,1998-05-15,135,"Friese_kust",304
2,1998,1998-05-15,135,"Friese_kust",365
1,1998,1998-05-16,136,"Texel",315
1,1998,1998-05-16,136,"Texel",312
1,1998,1998-05-16,136,"Texel",342
1,1998,1998-05-16,136,"Texel",315
1,1998,1998-05-16,136,"Texel",309
1,1998,1998-05-16,136,"Texel",305
1,1998,1998-05-16,136,"Texel",187
1,1998,1998-05-16,136,"Texel",325
1,1998,1998-05-16,136,"Texel",305
1,1998,1998-05-16,136,"Texel",326
1,1998,1998-05-16,136,"Texel",293
1,1998,1998-05-16,136,"Texel",335
2,1998,1998-05-16,136,"Texel",305
2,1998,1998-05-16,136,"Texel",348
2,1998,1998-05-16,136,"Texel",343
2,1998,1998-05-16,136,"Texel",405
2,1998,1998-05-16,136,"Texel",410
2,1998,1998-05-16,136,"Texel",383
2,1998,1998-05-16,136,"Texel",393
2,1998,1998-05-16,136,"Texel",408
1,1998,1998-05-16,136,"Texel",300
2,1998,1998-05-16,136,"Texel",365
2,1998,1998-05-16,136,"Texel",360
2,1998,1998-05-16,136,"Texel",336
2,1998,1998-05-16,136,"Texel",308
2,1998,1998-05-16,136,"Texel",345
2,1998,1998-05-16,136,"Texel",390
2,1998,1998-05-16,136,"Texel",423
2,1998,1998-05-16,136,"Texel",360
1,1998,1998-05-16,136,"Texel",365
1,1998,1998-05-16,136,"Texel",253
1,1998,1998-05-16,136,"Texel",300
1,1998,1998-05-16,136,"Texel",252
1,1998,1998-05-16,136,"Texel",314
1,1998,1998-05-16,136,"Texel",293
1,1998,1998-05-18,138,"Texel",314
1,1998,1998-05-18,138,"Texel",335
1,1998,1998-05-18,138,"Texel",310
1,1998,1998-05-18,138,"Texel",418
1,1998,1998-05-18,138,"Texel",345
1,1998,1998-05-18,138,"Texel",298
1,1998,1998-05-18,138,"Texel",326
1,1998,1998-05-18,138,"Texel",348
1,1998,1998-05-18,138,"Texel",290
1,1998,1998-05-18,138,"Texel",345
1,1998,1998-05-18,138,"Texel",315
1,1998,1998-05-18,138,"Texel",275
1,1998,1998-05-18,138,"Texel",362
1,1998,1998-05-18,138,"Texel",357
1,1998,1998-05-18,138,"Texel",311
1,1998,1998-05-18,138,"Texel",373
1,1998,1998-05-18,138,"Texel",253
1,1998,1998-05-18,138,"Texel",350
1,1998,1998-05-18,138,"Texel",310
1,1998,1998-05-18,138,"Texel",250
1,1998,1998-05-18,138,"Texel",350
1,1998,1998-05-18,138,"Texel",350
1,1998,1998-05-18,138,"Texel",356
1,1998,1998-05-18,138,"Texel",195
1,1998,1998-05-18,138,"Texel",260
1,1998,1998-05-18,138,"Texel",360
1,1998,1998-05-18,138,"Texel",305
1,1998,1998-05-18,138,"Texel",345
1,1998,1998-05-18,138,"Texel",342
1,1998,1998-05-18,138,"Texel",295
1,1998,1998-05-18,138,"Texel",350
1,1998,1998-05-18,138,"Texel",295
1,1998,1998-05-18,138,"Texel",196
1,1998,1998-05-18,138,"Texel",256
1,1998,1998-05-18,138,"Texel",215
2,1998,1998-05-18,138,"Texel",445
2,1998,1998-05-18,138,"Texel",293
2,1998,1998-05-18,138,"Texel",390
1,1998,1998-05-18,138,"Texel",304
2,1998,1998-05-18,138,"Texel",410
2,1998,1998-05-18,138,"Texel",438
2,1998,1998-05-18,138,"Texel",276
2,1998,1998-05-18,138,"Texel",390
2,1998,1998-05-18,138,"Texel",432
2,1998,1998-05-18,138,"Texel",465
2,1998,1998-05-18,138,"Texel",391
2,1998,1998-05-18,138,"Texel",372
2,1998,1998-05-18,138,"Texel",427
1,1998,1998-05-18,138,"Texel",356
2,1998,1998-05-18,138,"Texel",392
2,1998,1998-05-18,138,"Texel",363
2,1998,1998-05-18,138,"Texel",348
2,1998,1998-05-18,138,"Texel",407
2,1998,1998-05-18,138,"Texel",416
2,1998,1998-05-18,138,"Texel",410
2,1998,1998-05-18,138,"Texel",302
2,1998,1998-05-18,138,"Texel",388
2,1998,1998-05-18,138,"Texel",345
2,1998,1998-05-18,138,"Texel",425
2,1998,1998-05-18,138,"Texel",360
2,1998,1998-05-18,138,"Texel",408
2,1998,1998-05-18,138,"Texel",276
2,1998,1998-05-18,138,"Texel",422
2,1998,1998-05-18,138,"Texel",300
2,1998,1998-05-18,138,"Texel",405
2,1998,1998-05-18,138,"Texel",310
1,1998,1998-05-18,138,"Texel",364
1,1998,1998-05-18,138,"Texel",343
1,1998,1998-05-18,138,"Texel",318
1,1998,1998-05-18,138,"Texel",325
1,1998,1998-05-18,138,"Texel",332
1,1998,1998-05-18,138,"Texel",327
1,1998,1998-05-18,138,"Texel",355
1,1998,1998-05-18,138,"Texel",275
1,1998,1998-05-18,138,"Texel",312
1,1998,1998-05-18,138,"Texel",186
1,1998,1998-05-18,138,"Texel",350
1,1998,1998-05-18,138,"Texel",305
1,1998,1998-05-18,138,"Texel",200
1,1998,1998-05-18,138,"Texel",318
1,1998,1998-05-18,138,"Texel",273
1,1998,1998-05-18,138,"Texel",225
1,1998,1998-05-18,138,"Texel",325
1,1998,1998-05-18,138,"Texel",330
1,1998,1998-05-18,138,"Texel",337
1,1998,1998-05-18,138,"Texel",307
1,1998,1998-05-18,138,"Texel",315
1,1998,1998-05-18,138,"Texel",310
1,1998,1998-05-18,138,"Texel",303
1,1998,1998-05-18,138,"Texel",300
1,1998,1998-05-19,139,"Texel",405
1,1998,1998-05-19,139,"Texel",292
1,1998,1998-05-19,139,"Texel",205
1,1998,1998-05-19,139,"Texel",210
1,1998,1998-05-19,139,"Texel",345
1,1998,1998-05-19,139,"Texel",233
1,1998,1998-05-19,139,"Texel",340
1,1998,1998-05-19,139,"Texel",380
2,1998,1998-05-19,139,"Texel",418
2,1998,1998-05-19,139,"Texel",368
2,1998,1998-05-19,139,"Texel",391
2,1998,1998-05-19,139,"Texel",432
2,1998,1998-05-19,139,"Texel",285
2,1998,1998-05-19,139,"Texel",438
2,1998,1998-05-19,139,"Texel",495
2,1998,1998-05-19,139,"Texel",305
2,1998,1998-05-19,139,"Texel",375
2,1998,1998-05-19,139,"Texel",365
2,1998,1998-05-19,139,"Texel",333
2,1998,1998-05-19,139,"Texel",360
2,1998,1998-05-19,139,"Texel",423
2,1998,1998-05-19,139,"Texel",332
2,1998,1998-05-19,139,"Texel",435
2,1998,1998-05-19,139,"Texel",320
2,1998,1998-05-19,139,"Texel",365
2,1998,1998-05-19,139,"Texel",290
2,1998,1998-05-19,139,"Texel",405
2,1998,1998-05-19,139,"Texel",425
2,1998,1998-05-19,139,"Texel",355
1,1998,1998-05-19,139,"Texel",356
1,1998,1998-05-19,139,"Texel",305
1,1998,1998-05-19,139,"Texel",205
1,1998,1998-05-19,139,"Texel",361
1,1998,1998-05-19,139,"Texel",314
1,1998,1998-05-19,139,"Texel",325
1,1998,1998-05-19,139,"Texel",332
1,1998,1998-05-19,139,"Texel",315
1,1998,1998-05-20,140,"Texel",347
1,1998,1998-05-20,140,"Texel",335
1,1998,1998-05-20,140,"Texel",252
1,1998,1998-05-20,140,"Texel",395
1,1998,1998-05-20,140,"Texel",355
1,1998,1998-05-20,140,"Texel",340
1,1998,1998-05-20,140,"Texel",346
1,1998,1998-05-20,140,"Texel",350
1,1998,1998-05-20,140,"Texel",320
1,1998,1998-05-20,140,"Texel",310
1,1998,1998-05-20,140,"Texel",300
1,1998,1998-05-20,140,"Texel",275
1,1998,1998-05-20,140,"Texel",354
1,1998,1998-05-20,140,"Texel",300
2,1998,1998-05-20,140,"Texel",367
2,1998,1998-05-20,140,"Texel",372
2,1998,1998-05-20,140,"Texel",395
2,1998,1998-05-20,140,"Texel",400
2,1998,1998-05-20,140,"Texel",420
2,1998,1998-05-20,140,"Texel",423
2,1998,1998-05-20,140,"Texel",415
2,1998,1998-05-20,140,"Texel",373
2,1998,1998-05-20,140,"Texel",358
1,1998,1998-05-20,140,"Texel",347
2,1998,1998-05-20,140,"Texel",392
2,1998,1998-05-20,140,"Texel",451
2,1998,1998-05-20,140,"Texel",392
2,1998,1998-05-20,140,"Texel",431
2,1998,1998-05-20,140,"Texel",420
2,1998,1998-05-20,140,"Texel",335
2,1998,1998-05-20,140,"Texel",423
2,1998,1998-05-20,140,"Texel",450
1,1998,1998-05-20,140,"Texel",333
1,1998,1998-05-20,140,"Texel",315
1,1998,1998-05-20,140,"Texel",285
1,1998,1998-05-20,140,"Texel",348
1,1998,1998-05-20,140,"Texel",305
1,1998,1998-05-20,140,"Texel",325
1,1998,1998-05-20,140,"Texel",214
1,1998,1998-05-21,141,"Texel",345
1,1998,1998-05-21,141,"Texel",288
1,1998,1998-05-21,141,"Texel",363
1,1998,1998-05-21,141,"Texel",364
1,1998,1998-05-21,141,"Texel",400
1,1998,1998-05-21,141,"Texel",328
1,1998,1998-05-21,141,"Texel",375
1,1998,1998-05-21,141,"Texel",350
1,1998,1998-05-21,141,"Texel",370
1,1998,1998-05-21,141,"Texel",388
1,1998,1998-05-21,141,"Texel",283
1,1998,1998-05-21,141,"Texel",325
1,1998,1998-05-21,141,"Texel",366
1,1998,1998-05-21,141,"Texel",380
1,1998,1998-05-21,141,"Texel",344
1,1998,1998-05-21,141,"Texel",325
1,1998,1998-05-21,141,"Texel",370
1,1998,1998-05-21,141,"Texel",330
2,1998,1998-05-21,141,"Texel",402
2,1998,1998-05-21,141,"Texel",309
2,1998,1998-05-21,141,"Texel",262
2,1998,1998-05-21,141,"Texel",390
2,1998,1998-05-21,141,"Texel",248
2,1998,1998-05-21,141,"Texel",412
2,1998,1998-05-21,141,"Texel",328
2,1998,1998-05-21,141,"Texel",323
2,1998,1998-05-21,141,"Texel",394
2,1998,1998-05-21,141,"Texel",260
2,1998,1998-05-21,141,"Texel",465
2,1998,1998-05-21,141,"Texel",400
2,1998,1998-05-21,141,"Texel",450
2,1998,1998-05-21,141,"Texel",390
2,1998,1998-05-21,141,"Texel",410
2,1998,1998-05-21,141,"Texel",360
1,1998,1998-05-21,141,"Texel",316
1,1998,1998-05-21,141,"Texel",370
1,1998,1998-05-21,141,"Texel",335
1,1998,1998-05-21,141,"Texel",224
1,1998,1998-05-22,142,"Texel",368
1,1998,1998-05-22,142,"Texel",360
1,1998,1998-05-22,142,"Texel",430
1,1998,1998-05-22,142,"Texel",388
1,1998,1998-05-22,142,"Texel",377
1,1998,1998-05-22,142,"Texel",320
1,1998,1998-05-22,142,"Texel",401
1,1998,1998-05-22,142,"Texel",389
1,1998,1998-05-22,142,"Texel",344
1,1998,1998-05-22,142,"Texel",325
1,1998,1998-05-22,142,"Texel",249
2,1998,1998-05-22,142,"Texel",425
2,1998,1998-05-22,142,"Texel",420
2,1998,1998-05-22,142,"Texel",478
2,1998,1998-05-22,142,"Texel",431
2,1998,1998-05-22,142,"Texel",434
2,1998,1998-05-22,142,"Texel",390
2,1998,1998-05-22,142,"Texel",293
1,1998,1998-05-22,142,"Texel",255
1,1998,1998-05-22,142,"Texel",343
1,1998,1998-05-22,142,"Texel",256
1,1998,1998-05-22,142,"Texel",320
1,1999,1999-05-08,128,"Friese_kust",276
1,1999,1999-05-11,131,"Friese_kust",318
2,1999,1999-05-11,131,"Friese_kust",256
2,1999,1999-05-11,131,"Friese_kust",303
1,1999,1999-05-12,132,"Friese_kust",293
2,1999,1999-05-12,132,"Friese_kust",362
1,1999,1999-05-13,133,"Texel",305
1,1999,1999-05-13,133,"Texel",310
1,1999,1999-05-13,133,"Texel",280
1,1999,1999-05-13,133,"Texel",330
1,1999,1999-05-13,133,"Texel",270
2,1999,1999-05-13,133,"Texel",360
2,1999,1999-05-13,133,"Texel",340
2,1999,1999-05-13,133,"Texel",455
2,1999,1999-05-13,133,"Texel",367
2,1999,1999-05-13,133,"Texel",362
2,1999,1999-05-13,133,"Texel",340
2,1999,1999-05-13,133,"Texel",345
2,1999,1999-05-13,133,"Texel",370
2,1999,1999-05-13,133,"Texel",320
2,1999,1999-05-13,133,"Texel",305
2,1999,1999-05-13,133,"Texel",384
2,1999,1999-05-13,133,"Texel",324
2,1999,1999-05-13,133,"Texel",312
2,1999,1999-05-13,133,"Texel",395
2,1999,1999-05-13,133,"Texel",288
1,1999,1999-05-13,133,"Texel",295
1,1999,1999-05-13,133,"Texel",230
1,1999,1999-05-13,133,"Texel",225
1,1999,1999-05-13,133,"Texel",210
1,1999,1999-05-13,133,"Texel",260
1,1999,1999-05-13,133,"Texel",255
1,1999,1999-05-14,134,"Friese_kust",275
1,1999,1999-05-14,134,"Texel",368
1,1999,1999-05-14,134,"Texel",255
1,1999,1999-05-14,134,"Texel",302
1,1999,1999-05-14,134,"Texel",283
1,1999,1999-05-14,134,"Texel",260
1,1999,1999-05-14,134,"Friese_kust",238
1,1999,1999-05-14,134,"Texel",200
2,1999,1999-05-14,134,"Texel",276
2,1999,1999-05-14,134,"Texel",265
2,1999,1999-05-14,134,"Texel",276
2,1999,1999-05-14,134,"Texel",325
2,1999,1999-05-14,134,"Texel",330
2,1999,1999-05-14,134,"Texel",310
2,1999,1999-05-14,134,"Texel",350
2,1999,1999-05-14,134,"Texel",380
2,1999,1999-05-14,134,"Texel",365
2,1999,1999-05-14,134,"Texel",290
2,1999,1999-05-14,134,"Texel",295
2,1999,1999-05-14,134,"Texel",368
2,1999,1999-05-14,134,"Texel",330
2,1999,1999-05-14,134,"Texel",355
1,1999,1999-05-14,134,"Texel",215
1,1999,1999-05-14,134,"Texel",322
1,1999,1999-05-14,134,"Texel",232
1,1999,1999-05-14,134,"Texel",282
1,1999,1999-05-14,134,"Texel",275
2,1999,1999-05-14,134,"Friese_kust",295
2,1999,1999-05-14,134,"Friese_kust",293
2,1999,1999-05-14,134,"Friese_kust",323
1,1999,1999-05-15,135,"Friese_kust",305
1,1999,1999-05-15,135,"Texel",305
1,1999,1999-05-15,135,"Texel",286
1,1999,1999-05-15,135,"Texel",246
1,1999,1999-05-15,135,"Texel",303
1,1999,1999-05-15,135,"Texel",215
1,1999,1999-05-15,135,"Texel",310
1,1999,1999-05-15,135,"Texel",270
1,1999,1999-05-15,135,"Texel",312
2,1999,1999-05-15,135,"Texel",328
2,1999,1999-05-15,135,"Texel",275
2,1999,1999-05-15,135,"Texel",293
2,1999,1999-05-15,135,"Texel",360
2,1999,1999-05-15,135,"Texel",272
2,1999,1999-05-15,135,"Texel",312
2,1999,1999-05-15,135,"Texel",270
2,1999,1999-05-15,135,"Texel",242
2,1999,1999-05-15,135,"Texel",280
2,1999,1999-05-15,135,"Texel",305
1,1999,1999-05-15,135,"Texel",250
1,1999,1999-05-15,135,"Friese_kust",333
1,1999,1999-05-15,135,"Friese_kust",304
1,1999,1999-05-15,135,"Friese_kust",278
1,1999,1999-05-15,135,"Friese_kust",281
2,1999,1999-05-15,135,"Friese_kust",357
2,1999,1999-05-15,135,"Friese_kust",327
2,1999,1999-05-15,135,"Friese_kust",423
2,1999,1999-05-15,135,"Friese_kust",363
2,1999,1999-05-15,135,"Friese_kust",325
2,1999,1999-05-15,135,"Friese_kust",340
2,1999,1999-05-15,135,"Friese_kust",382
1,1999,1999-05-16,136,"Texel",315
1,1999,1999-05-16,136,"Texel",238
1,1999,1999-05-16,136,"Texel",277
1,1999,1999-05-16,136,"Texel",242
2,1999,1999-05-16,136,"Texel",284
2,1999,1999-05-16,136,"Texel",260
2,1999,1999-05-16,136,"Texel",370
2,1999,1999-05-16,136,"Texel",320
2,1999,1999-05-16,136,"Texel",462
2,1999,1999-05-16,136,"Texel",390
2,1999,1999-05-16,136,"Texel",372
1,1999,1999-05-16,136,"Texel",309
1,1999,1999-05-16,136,"Texel",290
1,1999,1999-05-17,137,"Friese_kust",278
1,1999,1999-05-17,137,"Friese_kust",250
1,1999,1999-05-17,137,"Friese_kust",298
2,1999,1999-05-17,137,"Friese_kust",366
2,1999,1999-05-17,137,"Friese_kust",358
2,1999,1999-05-17,137,"Friese_kust",375
2,1999,1999-05-17,137,"Friese_kust",338
2,1999,1999-05-17,137,"Friese_kust",280
1,1999,1999-05-19,139,"Texel",200
1,1999,1999-05-19,139,"Texel",225
1,1999,1999-05-19,139,"Texel",305
2,1999,1999-05-19,139,"Texel",396
2,1999,1999-05-19,139,"Texel",293
2,1999,1999-05-19,139,"Texel",313
2,1999,1999-05-19,139,"Texel",415
1,1999,1999-05-20,140,"Texel",215
1,1999,1999-05-20,140,"Texel",255
2,1999,1999-05-20,140,"Texel",396
2,1999,1999-05-20,140,"Texel",246
1,1999,1999-05-20,140,"Texel",326
1,1999,1999-05-21,141,"Texel",320
1,1999,1999-05-21,141,"Texel",340
2,1999,1999-05-21,141,"Texel",360
2,1999,1999-05-21,141,"Texel",383
2,1999,1999-05-21,141,"Texel",335
2,1999,1999-05-21,141,"Texel",246
2,1999,1999-05-21,141,"Texel",411
2,1999,1999-05-21,141,"Texel",327
1,1999,1999-05-21,141,"Texel",300
1,1999,1999-05-28,148,"Texel",360
2,1999,1999-05-28,148,"Texel",470
1,1999,1999-05-29,149,"Texel",352
1,1999,1999-05-29,149,"Texel",384
