"Site","countdate","d","m","Year","obshours","south","north","Date","Duration","count_per_hour","yday"
159,"2015-04-29",29,4,2015,"01:30:00",0,6,2015-04-29,1.5,4,119
429,"2015-05-25",25,5,2015,"01:00:00",0,1,2015-05-25,1,1,145
1,"2015-05-02",2,5,2015,"09:00:00",0,485,2015-05-02,9,53.8888888888889,122
429,"2015-04-27",27,4,2015,"03:00:00",0,327,2015-04-27,3,109,117
429,"2015-05-20",20,5,2015,"01:00:00",0,1,2015-05-20,1,1,140
97,"2015-05-01",1,5,2015,"01:00:00",0,4,2015-05-01,1,4,121
71,"2015-04-17",17,4,2015,"01:00:00",0,1,2015-04-17,1,1,107
159,"2015-05-03",3,5,2015,"02:30:00",0,266,2015-05-03,2.5,106.4,123
1,"2015-05-14",14,5,2015,"02:00:00",0,4,2015-05-14,2,2,134
97,"2015-04-22",22,4,2015,"01:00:00",0,4,2015-04-22,1,4,112
159,"2015-04-12",12,4,2015,"02:00:00",0,5,2015-04-12,2,2.5,102
429,"2015-05-13",13,5,2015,"03:00:00",0,27,2015-05-13,3,9,133
97,"2015-05-03",3,5,2015,"01:00:00",0,1,2015-05-03,1,1,123
429,"2015-05-03",3,5,2015,"03:00:00",0,134,2015-05-03,3,44.6666666666667,123
159,"2015-04-18",18,4,2015,"02:30:00",0,25,2015-04-18,2.5,10,108
29,"2015-04-18",18,4,2015,"03:00:00",0,8,2015-04-18,3,2.66666666666667,108
159,"2015-04-27",27,4,2015,"02:00:00",0,209,2015-04-27,2,104.5,117
29,"2015-04-27",27,4,2015,"10:00:00",0,727,2015-04-27,10,72.7,117
159,"2015-05-13",13,5,2015,"01:00:00",0,1,2015-05-13,1,1,133
429,"2015-05-01",1,5,2015,"03:00:00",0,52,2015-05-01,3,17.3333333333333,121
1,"2015-04-20",20,4,2015,"03:00:00",0,6,2015-04-20,3,2,110
1,"2015-04-17",17,4,2015,"01:00:00",0,1,2015-04-17,1,1,107
252,"2015-04-24",24,4,2015,"01:00:00",0,2,2015-04-24,1,2,114
97,"2015-04-27",27,4,2015,"02:00:00",0,19,2015-04-27,2,9.5,117
252,"2015-05-03",3,5,2015,"06:00:00",0,34,2015-05-03,6,5.66666666666667,123
29,"2015-04-26",26,4,2015,"02:00:00",0,5,2015-04-26,2,2.5,116
159,"2015-04-26",26,4,2015,"03:00:00",0,97,2015-04-26,3,32.3333333333333,116
429,"2015-04-15",15,4,2015,"01:00:00",0,3,2015-04-15,1,3,105
29,"2015-04-22",22,4,2015,"03:30:00",0,37,2015-04-22,3.5,10.5714285714286,112
159,"2015-04-22",22,4,2015,"02:00:00",0,57,2015-04-22,2,28.5,112
159,"2015-04-19",19,4,2015,"01:00:00",0,3,2015-04-19,1,3,109
159,"2015-04-17",17,4,2015,"01:00:00",0,6,2015-04-17,1,6,107
429,"2015-04-28",28,4,2015,"01:00:00",0,19,2015-04-28,1,19,118
29,"2015-04-20",20,4,2015,"02:00:00",0,21,2015-04-20,2,10.5,110
159,"2015-05-25",25,5,2015,"01:00:00",0,9,2015-05-25,1,9,145
429,"2015-05-15",15,5,2015,"02:00:00",0,12,2015-05-15,2,6,135
429,"2015-04-21",21,4,2015,"03:00:00",0,114,2015-04-21,3,38,111
97,"2015-04-23",23,4,2015,"01:00:00",0,1,2015-04-23,1,1,113
159,"2015-05-07",7,5,2015,"01:00:00",1,2,2015-05-07,1,3,127
429,"2015-05-02",2,5,2015,"03:00:00",0,1236,2015-05-02,3,412,122
