code,ch,SEX
R7BWBW,000000001010000,m
R7BWBY,000000001010000,f
R7BWRB,000000001000000,m
R7BWRR,000000001000000,m
R7BWRW,000000001110000,f
R7BWRY,000000001110000,f
R7BWWB,000000001000000,f
R7BWWR,000000001011000,f
R7BWWW,000000001110000,f
R7BWWY,000000001010100,f
R7BWYB,000000001001000,m
R7BWYW,000000001000000,m
R7BWYY,000000001100000,m
R7BYBB,000000001110000,f
R7BYBR,000000001011101,f
R7BYBW,000000001100000,f
R7BYBY,000000001110000,f
R7BYRB,000000001011111,m
R7BYRR,000000001000000,f
R7BYRW,000000001000000,m
R7BYRY,000000001110000,f
R7BYWB,000000001110000,f
R7BYWR,000000001101000,f
R7BYWW,000000001000100,m
R7BYWY,000000001000000,f
R7BYYB,000000001110101,f
R7BYYR,000000001100000,f
R7BYYW,000000001100000,f
R7BYYY,000000001110100,m
R7RBBB,000000001010000,f
R7RBBR,000000001001000,m
R7RBBW,000000001000000,f
R7RBBY,000000001000000,m
R7RBRW,000000001110000,f
R7RWBB,000000001000100,m
R7RWBR,000000001110000,f
R7RWBW,000000001001000,f
R7RWBY,000000001111100,f
R7RWRB,000000001010000,f
R7RWRR,000000001000000,m
R7RWRW,000000001110000,f
R7RWRY,000000001000000,f
R7RWWB,000000001100000,m
R7RWWR,000000001100000,m
R7RWWW,000000001000000,f
R7RWWY,000000001000000,f
R7RWYB,000000001010100,f
R7RWYR,000000001100000,m
R7RWYW,000000001000000,f
R7RWYY,000000001110001,m
R7RYBB,000000001000000,f
R7RYBR,000000001000000,f
R7RYBW,000000001100100,m
R7RYBY,000000001001000,f
R7RYRB,000000001111100,f
R7RYRR,000000001000000,m
R7RYRW,000000001000100,m
R7RYRY,000000001010000,f
R7RYWB,000000001000000,m
R7RYWR,000000001000000,m
R7RYWW,000000001000100,m
R7RYWY,000000001000000,m
R7RYYB,000000001101010,f
R7RYYR,000000001001010,f
R7RYYW,000000001000000,f
R7WBBB,000000010110000,m
R7WBBR,000000010010000,f
R7WBBW,000000010000000,m
R7WBBY,000000010000000,m
R7WBRB,000000011111110,f
R7WBRR,000000011111000,m
R7WBRW,000000011100000,m
R7WBRY,000000011100100,m
R7WBWB,000000011111100,f
R7WBWR,000000011111011,f
R7WBWW,000000011000000,m
R7WBWY,000000011011110,f
R7WBYB,000000011111111,f
R7WBYR,000000011111110,m
R7WBYW,000000011100010,f
R7WBYY,000000011111111,f
R7WRBB,000000010101100,m
R7WRBR,000000010110000,f
R7WRBW,000000010111111,m
R7WRBY,000000010100000,m
R7WRRB,000000010110100,m
R7WRRR,000000011101000,m
R7WRRW,000000010111000,m
R7WRRY,000000010100000,m
R7WRWB,000000011100000,m
R7WRWW,000000010100000,f
R7WRWY,000000010000000,m
R7WRYB,000000010100000,f
R7WRYR,000000010000100,m
R7WRYW,000000010000000,m
R7WRYY,000000011111111,m
R7WWBB,000000011110000,m
R7WWBR,000000010111111,f
R7WWBW,000000010000000,m
R7WWBY,000000010000000,m
R7WWRB,000000011001101,f
R7WWRR,000000010000000,f
R7WWRW,000000011111100,m
R7WWRY,000000010000000,m
R7WWWB,000000011110100,m
R7WWWR,000000011011110,f
R7WWWW,000000011001000,m
R7WWWY,000000010001101,m
R7WWYB,000000010001000,m
R7WWYR,000000010000100,f
R7WWYW,000000010000001,m
R7WYWB,000000010100000,m
R7WYWR,000000010110000,m
R7WYWW,000000010110100,f
R7WYWY,000000011011000,f
R7WYYB,000000011110100,f
R7WYYR,000000011001111,m
R7WYYW,000000010111001,f
R7WYYY,000000010100000,m
R7YBBB,000000011111100,m
R7YBBR,000000010010000,f
R7YBBW,000000010000100,m
R7YBBY,000000010111010,m
R7YBRB,000000011000010,f
R7YBRR,000000010000000,f
R7YBRW,000000011000000,f
R7YBRY,000000010001100,m
R7YBWB,000000010110111,m
R7YBWR,000000010000000,m
R7YBWW,000000011111111,f
R7YBWY,000000011111110,f
R7YBYB,000000010110000,m
R7YBYR,000000011111110,m
R7YBYW,000000011010001,m
R7YBYY,000000011111111,m
R7YRBB,000000011110100,f
R7YRBR,000000010000001,m
R7YRBW,000000011111100,f
R7YRBY,000000011101101,f
R7YRRR,000000010000000,f
R7YRRW,000000010011100,m
R7YRRY,000000010100000,m
R7YRWB,000000011100000,f
R7YRWR,000000010000000,f
R7YRWW,000000010100000,m
R7YRWY,000000010000000,m
R7YRYB,000000010100100,m
R7YRYR,000000011101101,f
R7YRYW,000000010000000,m
R7YRYY,000000010110000,f
R7YWBB,000000011100000,f
R7YWBR,000000010011101,m
R7YWBW,000000010101100,m
R7YWBY,000000010000000,m
R7YWRB,000000010000100,f
R7YWRW,000000011000000,m
R7YWRY,000000010010000,m
R7YWWB,000000010000000,m
R7YWWR,000000011100000,f
R7YWWW,000000011000000,f
R7YWWY,000000011100100,m
R7YWYB,000000010110000,m
R7YWYR,000000010000000,m
R7YWYW,000000010110000,m
R7YWYY,000000010010000,m
R7YYBB,000000010110100,f
R7YYBR,000000010010000,m
R7YYBW,000000010001000,f
R7YYBY,000000010000000,m
R7YYRB,000000010001010,f
R7YYRR,000000011000000,m
R7YYRW,000000011011100,f
R7YYRY,000000010010010,f
R7YYWB,000000010001100,m
R7YYWR,000000010000000,f
R7YYWW,000000010100000,m
R7YYWY,000000011001000,f
R7YYYB,000000010000000,m
R7YYYR,000000010000100,m
R7YYYW,000000010100111,f
R7YYYY,000000010100011,m
R8BBBB,000000001110000,f
R8BBBR,000000001100000,m
R8BBBW,000000001000000,m
R8BBBY,000000001000000,f
R8BBRB,000000001110000,f
R8BBRR,000000001110100,f
R8BBRW,000000001000000,f
R8BBRY,000000001011001,f
R8BBWB,000000001111011,f
R8BBWR,000000001111111,m
R8BBWW,000000001010000,f
R8BBWY,000000001111010,m
R8BBYB,000000001111111,m
R8BBYR,000000001111101,m
R8BBYW,000000001110010,f
R8BBYY,000000001111111,m
R8BRBB,000000001000000,m
R8BRBR,000000001000000,f
R8BRBW,000000001000000,f
R8BRBY,000000001101100,m
R8BRRB,000000001100000,f
R8BRRR,000000001110100,f
R8BRRW,000000001000100,m
R8BRRY,000000001001100,f
R8BRWB,000000001000000,f
R8BRWR,000000001010000,m
R8BRWW,000000001001001,f
R8BRWY,000000001000001,f
R8BRYB,000000001100000,f
R8BRYR,000000001100001,f
R8BRYW,000000001110100,f
R8BRYY,000000001101001,f
R8BWBB,000000000100010,f
R8BWBR,000000000100000,f
R8BWBW,000000000111000,f
R8BWBY,000000000110110,f
R8BWRB,000000000100000,f
R8BWRR,000000001100010,f
R8BWRW,000000001110000,m
R8BWRY,000000001110000,m
R8BWWB,000000000100010,f
R8BWWR,000000001100000,m
R8BWWW,000000001000000,f
R8BWWY,000000001001010,m
R8BWYB,000000000100000,f
R8BWYR,000000001110000,f
R8BWYW,000000001000000,m
R8BWYY,000000001000011,m
R8BYBB,000000000100000,f
R8BYBR,000000000110000,f
R8BYBW,000000001000000,m
R8BYBY,000000001110000,f
R8BYRB,000000001110000,m
R8BYRR,000000001100000,f
R8BYRW,000000001111100,m
R8BYRY,000000001110101,f
R8BYWB,000000001000000,m
R8BYWR,000000001110000,f
R8BYWW,000000001010000,f
R8BYWY,000000001111110,m
R8BYYR,000000001111000,f
R8BYYW,000000001101000,f
R8BYYY,000000001000001,m
R8RBBB,000000001000000,m
R8RBBR,000000001010100,f
R8RBBW,000000001000000,m
R8RBBY,000000001000000,m
R8RBRB,000000001000000,m
R8RBRW,000000001111110,f
R8RBRY,000000001110010,f
R8RBWB,000000001000100,f
R8RBWR,000000001010010,f
R8RBWW,000000001110100,m
R8RBWY,000000001000100,m
R8RBYB,000000001001100,f
R8RBYR,000000001000000,f
R8RBYY,000000001101010,f
R8RRBB,000000001000000,m
R8RRBR,000000001000100,m
R8RRBW,000000001101111,f
R8RRBY,000000001000000,f
R8RRRB,000000001100000,m
R8RRRY,000000001111000,f
R8RRWB,000000001000100,f
R8RRWR,000000001111100,m
R8RRWY,000000001000000,f
R8RRYB,000000001001101,m
R8RRYR,000000001111000,m
R8RRYW,000000001000000,m
R8RRYY,000000001100000,f
R8RWBB,000000001011110,f
R8RWBR,000000001011000,f
R8RWBW,000000001000000,m
R8RWBY,000000001000000,m
R8RWRB,000000001000000,f
R8RWRR,000000001010000,f
R8RWRW,000000001111000,m
R8RWRY,000000001000000,f
R8RWWB,000000001000000,m
R8RWWR,000000001111100,f
R8RWWW,000000001001000,m
R8RWWY,000000001000000,m
R8RWYB,000000001000000,m
R8RWYR,000000001100000,m
R8RWYW,000000001100000,f
R8RWYY,000000001000000,m
R8RYBB,000000001000000,f
R8RYBR,000000001010000,f
R8RYBW,000000001000011,f
R8RYBY,000000001100100,f
R8RYRB,000000001100000,f
R8RYRW,000000001100101,m
R8RYRY,000000001111100,f
R8RYWB,000000001000000,m
R8RYWR,000000001000000,f
R8RYWW,000000001001000,m
R8RYWY,000000001100000,f
R8RYYB,000000001000000,f
R8RYYR,000000001000000,m
R8RYYW,000000001000000,m
R8RYYY,000000001010110,f
R8WBBB,000000000101000,f
R8WBBR,000000000101001,f
R8WBBW,000000000100010,f
R8WBBY,000000000101000,f
R8WBRB,000000001000000,f
R8WBRR,000000001110100,f
R8WBRW,000000000100001,f
R8WBRY,000000001000000,m
R8WBWB,000000001100100,f
R8WBWR,000000001100000,f
R8WBWW,000000001100001,f
R8WBWY,000000001000110,m
R8WBYR,000000001000000,f
R8WBYW,000000001000001,f
R8WBYY,000000001101100,f
R8WRBB,000000001110000,f
R8WRBR,000000001000000,f
R8WRBW,000000001100000,m
R8WRBY,000000001000000,f
R8WRRB,000000001001000,m
R8WRRR,000000001100110,f
R8WRRW,000000001000000,f
R8WRRY,000000001011100,m
R8WRWB,000000001100001,f
R8WRWR,000000001010000,f
R8WRWW,000000001000000,f
R8WRWY,000000001010001,m
R8WRYB,000000001101000,f
R8WRYR,000000001000000,f
R8WRYW,000000001000000,f
R8WRYY,000000001000000,f
R8WWBB,000000001000010,f
R8WWBR,000000001000000,f
R8WWBW,000000001000100,f
R8WWBY,000000001011111,m
R8WWRB,000000001100000,f
R8WWRW,000000001000100,f
R8WWRY,000000001001111,f
R8WWWB,000000001000000,f
R8WWWR,000000001100000,f
R8WWWW,000000001000000,f
R8WWWY,000000001000000,f
R8WWYB,000000001100000,f
R8WWYR,000000001000000,f
R8WWYW,000000001100000,f
R8WWYY,000000001000000,f
R8WYBB,000000001000000,f
R8WYBR,000000001000000,m
R8WYBW,000000001000000,f
R8WYBY,000000001000000,f
R8WYRB,000000001100101,f
R8WYRR,000000001000000,f
R8WYRW,000000001000100,f
R8WYRY,000000001010000,m
R8WYWB,000000000110100,f
R8WYWR,000000000100000,f
R8WYWW,000000000100000,f
R8WYWY,000000000100000,f
R8WYYB,000000000100000,f
R8WYYR,000000000111100,f
R8WYYW,000000000100000,m
R8WYYY,000000000100000,f
R8YBBB,000000001010000,m
R8YBBR,000000001111000,f
R8YBBY,000000001001000,f
R8YBRB,000000000111000,m
R8YBRR,000000000100100,m
R8YBRW,000000000100000,m
R8YBRY,000000000100000,f
R8YBWB,000000000100000,f
R8YBWR,000000000111011,m
R8YBWW,000000000100000,f
R8YBWY,000000000100000,f
R8YBYR,000000000101000,f
R8YBYW,000000000100010,f
Y1RBBR,100000000000000,f
Y1RBBW,110000000001000,f
Y1RBBY,100100000010010,f
Y1RWYB,100000000000000,m
Y1RWYR,100000000000000,f
Y1RWYW,100000000000000,f
Y1RWYY,100000000000000,m
Y1RYBB,110000100000000,m
Y1RYBR,100000000000000,m
Y1RYBW,100000000000000,f
Y1RYBY,100000000000000,m
Y1RYRB,100000000000000,m
Y1RYRR,100000000000000,m
Y1RYWB,101000000000001,f
Y1RYWR,100000011000000,f
Y1RYWW,110000000000000,f
Y1RYWY,100000000000000,f
Y1RYYB,100000000000000,f
Y1RYYR,100000000000000,f
Y1RYYW,100000000000000,f
Y1RYYY,100000010000000,m
Y2BBBB,010000100000000,f
Y2BBBR,011000000000000,f
Y2BBBY,010101001100000,f
Y2BBRB,010000000000000,m
Y2BBRR,010000010000000,m
Y2BBRW,010000000100000,f
Y2BBWB,010000000000010,f
Y2BBWR,010000011100000,f
Y2BBWW,010000000000000,m
Y2BBWY,010000000100000,f
Y2BBYB,010000000000000,m
Y2BBYR,011000111101111,f
Y2BBYW,010000000000000,f
Y2BBYY,011100011000000,f
Y2BRBR,011000000000000,f
Y2BRBW,010000000000000,m
Y2BRBY,010000000000000,f
Y2BRRB,010000000000000,f
Y2BRRR,010001000000000,f
Y2BRRW,010000000000000,f
Y2BRRY,010000000000000,f
Y2BRWB,010000000000000,f
Y2BRWR,010000000000000,m
Y2BRWW,010000000000000,m
Y2BRWY,010000000000000,f
Y2BRYB,010000001010000,f
Y2BRYR,010000000000000,f
Y2BRYW,010000000000000,f
Y2BRYY,011001000000000,f
Y2BWBB,100000001000000,f
Y2BWBW,100010000000000,f
Y2BWBY,100000000000000,m
Y2BWRB,100000000000000,m
Y2BWRR,100000000000000,m
Y2BWRW,110000001011100,f
Y2BWRY,100000000010000,m
Y2BWWB,100000000010000,f
Y2BWWR,110000000000000,m
Y2BWWW,100000000000000,m
Y2BWWY,110100110000000,m
Y2BWYB,100000000001000,f
Y2BWYR,110000000000000,f
Y2BWYW,101000000000000,m
Y2BWYY,101000000000000,f
Y2BYBB,100000011000000,m
Y2BYBR,101000000000000,f
Y2BYBW,111000000000000,m
Y2BYRB,100011000000000,m
Y2BYRR,100000000000000,m
Y2BYRW,110000000000000,m
Y2BYRY,101000000000000,f
Y2BYWB,111000000010100,f
Y2BYWR,100000000000000,f
Y2BYWW,110101111111000,f
Y2BYWY,101000000000000,f
Y2BYYB,100111000001000,f
Y2BYYR,100000010000000,m
Y2BYYW,010000000000000,m
Y2BYYY,010001001100000,m
Y2RWBB,010000000000000,m
Y2RWBR,010000010000000,m
Y2RWBY,010000000000000,f
Y2RWRB,010001010000000,m
Y2RWRR,010000000000000,f
Y2RWRY,011111011111100,f
Y2RWWB,010000000000000,f
Y2RWWR,010010000000000,f
Y2RWWW,010000000000000,m
Y2RWWY,010001000010000,f
Y2RWYB,010000000000000,m
Y2RWYR,010001000000000,f
Y2RWYW,011111000000000,m
Y2RWYY,010001010000000,f
Y2WRRB,100000000000000,m
Y2WRRR,100000000000000,m
Y2WRWB,100000000100000,m
Y2WRWR,110000010000000,f
Y2WRWW,101000000000000,m
Y2WRWY,110000000000000,m
Y2WRYB,100000000000000,m
Y2WRYR,110000001000000,f
Y2WRYW,100000000000000,f
Y2WRYY,101000001000000,f
Y2WWBB,100000000000000,f
Y2WWBR,100000010010000,m
Y2WWBW,110010000000000,m
Y2WWBY,100000000000000,f
Y2WWRB,100000000000000,m
Y2WWRR,100000000000000,m
Y2WWRW,100000000000000,f
Y2WWRY,110000000000000,f
Y2WWWB,100000000000000,f
Y2WWWR,100000000000000,f
Y2WWWW,100000000010000,f
Y2WWWY,100000000000000,m
Y2WWYB,100000000000000,f
Y2WWYR,110000000000000,f
Y2WWYW,100000000000000,f
Y2WWYY,100000000000000,f
Y2YBBB,101111111000000,m
Y2YBBR,100000001000000,m
Y2YBBW,100000000000000,m
Y2YBWB,100000000000000,f
Y2YBWR,110000000110100,f
Y2YBYB,100000000000000,f
Y2YBYR,100000000000000,m
Y2YBYW,100000000000000,f
Y2YBYY,100000010000000,m
Y2YRBB,100000000000000,f
Y2YRBR,100000000000000,f
Y2YRBW,111100000000000,m
Y2YRBY,100000110000000,m
Y2YRRB,101000001000000,m
Y2YRRR,100101110000100,f
Y2YRRW,100000000000000,f
Y2YRRY,110000000000000,f
Y2YRWB,100000000000000,m
Y2YRWR,100000000000000,f
Y2YRWW,100000000000000,f
Y2YRWY,100000000000000,f
Y2YRYB,100000000000000,m
Y2YRYR,100000000000000,m
Y2YRYW,101000000000000,m
Y2YWBR,100000000000000,f
Y2YWBW,100000000000000,f
Y3BBBB,010000000010000,m
Y3BBBR,011000011000000,m
Y3BBBW,010000000000000,f
Y3BBBY,010000000000000,f
Y3BBRB,010000010001100,m
Y3BBRR,010000000000000,f
Y3BBRY,010010000110000,f
Y3BBWB,010000000000000,m
Y3BBWR,011000001100111,f
Y3BBWW,010000000000000,m
Y3BBWY,010000000000000,f
Y3BBYB,010000000000000,f
Y3BBYR,010000010000000,f
Y3BBYW,011000000000001,f
Y3BBYY,011001010010000,f
Y3BRBB,010000000010010,f
Y3BRBR,010000000000000,f
Y3BRBW,010000000011100,f
Y3BRBY,010000001111110,m
Y3BRRB,010110011000000,f
Y3BRRR,010000000110000,f
Y3BRRW,010101010000010,m
Y3BRRY,011111010000000,m
Y3BRWB,010000000001000,f
Y3BRWW,011000000000000,m
Y3BRWY,010000000000000,m
Y3BRYB,010100000010000,f
Y3BRYR,011111010110000,f
Y3BRYW,010000000000000,f
Y3BRYY,010011010000000,f
Y3BWBB,010100000000000,f
Y3BWBR,010000000010000,f
Y3BWBY,010111001000000,f
Y3BWRB,010110000000000,f
Y3BWRR,011000000000000,f
Y3BWRW,011111010101100,f
Y3BWRY,010000000001000,f
Y3BWWB,010000000000000,f
Y3BWWR,011000000000000,f
Y3BWWW,011000001000000,f
Y3BWWY,011100000000000,f
Y3BWYB,010000010100000,m
Y3BWYR,010000010100000,f
Y3BWYW,010000000000000,f
Y3BWYY,010111010111011,f
Y3BYBB,010000000001000,m
Y3BYBR,010000100000000,f
Y3BYBW,010000001000000,f
Y3BYBY,010000000000000,f
Y3BYRB,010010000000000,f
Y3BYRR,010011000000000,f
Y3BYRW,011000000000000,f
Y3BYRY,011110000100111,f
Y3BYWB,011100000000000,f
Y3BYWR,010000000000000,f
Y3BYWW,010000000000000,m
Y3BYWY,010100000000000,f
Y3BYYB,010100000000000,m
Y3BYYR,010011000000000,m
Y3BYYW,010000000100000,m
Y3BYYY,010010010000001,f
Y3RBBB,010000000000000,f
Y3RBBR,010000000000100,m
Y3RBBW,010010000000000,f
Y3RBBY,010000000010000,f
Y3RBRB,010001000000010,m
Y3RBRR,010000011110110,f
Y3RBRY,011010000000000,m
Y3RBWB,010000000000000,m
Y3RBWR,001000000000000,f
Y3RBWW,001000000000000,m
Y3RBWY,010010000000000,m
Y3RBYB,001000000000000,f
Y3RBYR,001001001000000,m
Y3RBYW,001000000011000,f
Y3RBYY,001100101100111,f
Y3RRBB,001000000000000,f
Y3RRBR,001011000000001,f
Y3RRBW,001000000000000,f
Y3RRBY,001000000001000,m
Y3RRRB,001010101011111,f
Y3RRRR,001000010000000,f
Y3RRRW,001000000000000,m
Y3RRRY,001000000100000,m
Y3RRWR,001000000000010,f
Y3RRWW,001000000000000,m
Y3RRWY,001011000000000,f
Y3RRYB,001000000000000,m
Y3RRYR,001000000010000,f
Y3RRYW,001000000000000,f
Y3RRYY,001000001110011,f
Y3RWBB,010100010010000,f
Y3RWBR,010000110000000,m
Y3RWBW,011111110000000,m
Y3RWBY,010010010000000,m
Y3RWRB,010000000000000,f
Y3RWRR,011101010100000,f
Y3RWRW,011010011000000,f
Y3RWRY,010000000000000,m
Y3RWWR,010001010101011,f
Y3RWWW,011011010000000,f
Y3RWWY,010000000001000,f
Y3RWYB,010000000000010,f
Y3RWYR,011111010000111,m
Y3RWYW,011010010000000,m
Y3RWYY,010001000101000,f
Y3RYBB,011110010000000,f
Y3RYBR,010111110000000,f
Y3RYBW,011000010000000,m
Y3RYBY,011010110000000,m
Y3RYRB,010100010000000,f
Y3RYRR,010101101100010,f
Y3RYRW,010100000000000,m
Y3RYRY,010010011000000,m
Y3RYWB,011110010000011,m
Y3RYWR,010011000001001,f
Y3RYWW,010000000000000,m
Y3RYYB,011111010000000,m
Y3RYYW,010000000000000,m
Y3RYYY,010100000111110,f
Y3WYBB,001000000000000,m
Y3WYBR,001000000000000,m
Y3WYBW,001000010000000,m
Y3WYBY,001000000000000,f
Y4BBBB,010000000000000,f
Y4BBRB,011000000000000,f
Y4BBRR,010000000000010,m
Y4BBRW,010000000000000,f
Y4BBRY,010011010001000,f
Y4BBWB,011111000000000,f
Y4BBWR,010000000000000,m
Y4BBWW,010000010000000,f
Y4BBWY,010000000000000,m
Y4BBYB,011001000011111,m
Y4BBYR,010000001000000,f
Y4BBYW,010100000000000,f
Y4BRBY,010000000000000,m
Y4BRRW,011010001110000,m
Y4BRYY,010111000110010,m
Y4BWBR,010001011000000,f
Y4BWBW,010001000100000,f
Y4BWBY,011000101100000,f
Y4BWYY,010000010000000,f
Y4BYBR,010111111100001,m
Y4BYBW,010100000101011,f
Y4BYBY,010010000000000,m
Y4BYYW,010000000000100,f
Y4RBBB,010010010000000,f
Y4RBRB,010101000000000,m
Y4RBRW,010100000010000,m
Y4RBWB,010100000000000,m
Y4RBWR,010111010100000,f
Y4RBWW,010000000001010,f
Y4RBYB,011111100100000,m
Y4RBYR,010101000110000,f
Y4RBYW,011111010000000,f
Y4RRBB,011000000000000,f
Y4RRRR,010000000000000,f
Y4RRRW,011111011010000,m
Y4RRRY,010101001100100,m
Y4RRWB,010000000000000,m
Y4RRWR,010000010000000,f
Y4RRWW,010000000100000,m
Y4RRWY,011000010100000,f
Y4RRYB,010101101110000,f
Y4RRYR,010000000000000,m
Y4RRYW,010010000000000,m
Y4RWBB,011110111000000,f
Y4RWRB,010000000000000,f
Y4RWRR,010000000000000,f
Y4RWRW,010001000000000,f
Y4RWRY,011110000000000,m
Y4RWWB,010100000000000,f
Y4RWWR,011100000000010,f
Y4RWWW,011000000000000,f
Y4RWWY,010011000001000,m
Y4RWYB,010000000000000,f
Y4RWYR,011000001000000,f
Y4RWYW,010001010000000,f
Y4RYBB,010000010000000,f
Y4RYRR,010000000100100,f
Y4RYRW,011000000000000,f
Y4RYRY,011111111110100,f
Y4RYWB,010000000000000,f
Y4RYWR,011000000000000,m
Y4RYWW,010110110000000,f
Y4RYWY,011011000010000,f
Y4RYYB,011111010000000,f
Y4RYYW,011111110000000,f
Y4WBBB,011101000100000,f
Y4WBRB,010000000100000,f
Y4WBRR,010110000100000,f
Y4WBRW,011111111000000,f
Y4WBRY,011000000000000,m
Y4WBWB,010010000000000,f
Y4WBWR,010000010000000,m
Y4WBWW,010100010010100,m
Y4WBWY,010000000000000,m
Y4WBYR,010000000000000,f
Y4WRBB,011111111100000,f
Y4WRRB,010110000000000,f
Y4WRRR,010110000100000,m
Y4WRRW,010000010000000,f
Y4WRRY,010000000000000,m
Y4WRWB,010000010000000,m
Y4WRWR,010001010000000,m
Y4WRWW,010000000000000,m
Y4WRWY,010000000000000,f
Y4WRYB,010010100000000,f
Y4WRYR,011010010010000,m
Y4WRYW,010100000000000,f
Y4WWBB,011010110011000,f
Y4WWRB,011111010001011,m
Y4WWRW,010101000000000,f
Y4WWRY,010100000000000,f
Y4WWWB,011001010000100,f
Y4WWWR,010101000111101,m
Y4WWWW,010100000000000,f
Y4WWWY,010000000000000,f
Y4WWYB,011011000110111,f
Y4WWYR,010000000100111,f
Y4WWYW,011110001000000,m
Y4WYBB,010001010000000,f
Y4WYRR,010000001100000,m
Y4WYRW,010000000000000,f
Y4WYRY,010000000000000,f
Y4WYWB,010000010100000,m
Y4WYWR,011111000000000,f
Y4WYWW,010101011000001,f
Y4WYWY,010000000000000,f
Y4WYYB,011111011100100,f
Y4WYYR,011101010100010,f
Y4WYYW,011111001000000,f
Y4YBBB,011110000000000,f
Y4YBRB,010000000110000,f
Y4YBRR,010010000000000,f
Y4YBRW,010110111000000,f
Y4YBRY,011011110000100,m
Y4YBWB,011110010000000,f
Y4YBWR,011111111100000,f
Y4YBWW,011111010010000,f
Y4YBWY,011111100000000,m
Y4YBYB,010000000000000,f
Y4YBYR,010011000000000,m
Y4YBYW,010000000000000,m
Y4YRBB,011111010110000,m
Y4YRRR,010000010000000,f
Y4YRRW,011111110010000,m
Y4YRRY,010101110001000,f
Y4YRWB,011010000000000,f
Y4YRWR,011011000000000,m
Y4YRWW,010000000000000,m
Y4YRWY,011000000000000,m
Y4YRYB,011110000000000,f
Y4YRYR,011111000000000,f
Y4YRYW,010000010000000,m
Y4YWBB,010000000000000,m
Y4YWBY,010010000000000,f
Y4YWRB,010000000000000,m
Y4YWRR,010000000000000,m
Y4YWRW,010111110100000,f
Y4YWRY,010110000000000,m
Y4YWWB,010000000000100,m
Y4YWWR,010100001000000,f
Y4YWWW,011111010000000,m
Y4YWWY,010001000000000,m
Y4YWYB,010000000000000,m
Y4YWYR,010000000000000,f
Y4YWYW,011111110000000,f
Y4YYBR,011100000000000,m
Y4YYBW,011000010000000,f
Y5WRYY,001000000000000,m
Y5WWBB,001000000000000,f
Y5WWBR,001000001000000,m
Y5WWBW,001000000000000,m
Y5WWBY,001000000000000,f
Y5WWRB,001000000000000,f
Y5WWRR,001000000000000,m
Y5WWRW,001000000000000,f
Y5WWRY,001000000000000,f
Y5WWWB,001000000000000,m
Y5WWWR,001110000000000,m
Y5WWWW,001000000000100,f
Y5WWWY,001000000000000,f
Y5WWYR,001000000011001,m
Y5WWYW,001000000000000,f
Y5WWYY,001000000000000,f
Y5YBBB,001000000000000,m
Y5YBBR,001001000000100,m
Y5YBBW,001000000000000,m
Y5YBBY,001010000000000,f
Y5YBRB,001000000100000,f
Y5YBRR,001010000000000,f
Y5YBRW,001110110000000,m
Y5YBRY,001001000010000,f
Y5YBWB,001000000000000,m
Y5YBWR,001000000000000,f
Y5YBWW,001000000000100,f
Y5YBWY,001100000000000,m
Y5YBYB,001000000010000,m
Y5YBYR,001100100110000,f
Y5YBYW,001010111000000,m
Y5YBYY,001100000000001,f
Y5YRBB,001000000000000,m
Y5YRBR,001000000000001,f
Y5YRBW,001111010010101,f
Y5YRBY,001001010001010,f
Y5YRRY,001000000000000,m
Y5YRWR,010000000000000,f
Y5YRWW,010010010000100,f
Y5YRYB,010000000000001,f
Y5YRYR,010000000000000,f
Y5YRYW,010000000000000,m
Y5YWBB,010000000000000,f
Y5YWBR,010000010000000,f
Y5YWBW,010000000000000,f
Y5YWBY,010000000000000,f
Y5YWRB,010000000000000,m
Y5YWRR,010000000000000,f
Y5YWRW,010000000001000,f
Y5YWRY,010000000100000,f
Y5YWWB,010000000000000,m
Y5YWWR,010100000000000,m
Y5YWWW,010000000000000,m
Y5YWWY,010001000000000,m
Y5YWYB,010000000000000,f
Y5YWYR,010001001011000,f
Y5YWYW,010000000000000,f
Y5YWYY,010000000000000,f
Y5YYBB,010000000000000,f
Y5YYBR,010000100000000,f
Y5YYBW,010000000000000,f
Y5YYBY,010000000010100,f
Y5YYRB,010000000000000,f
Y5YYRR,010000000010000,f
Y5YYRW,010000000000000,m
Y5YYRY,010000000000000,f
Y5YYWR,010000000110000,f
Y5YYWW,010000010101000,f
Y5YYWY,010000000100000,f
Y5YYYB,010000000000000,f
Y5YYYR,010000000000000,f
Y5YYYW,010000000000000,m
Y5YYYY,010000000111000,f
Y6BBBB,001100000000000,f
Y6BBBW,001000000000000,m
Y6BBRB,001001011100000,m
Y6BBRR,001110000000000,m
Y6BBRW,001000000000000,f
Y6BBRY,001110100110000,f
Y6BBWB,001011000000000,f
Y6BBWR,001000000000000,m
Y6BBWW,001111110110000,f
Y6BBWY,001000000000000,f
Y6BBYB,001000000100000,m
Y6BBYR,001000000101000,m
Y6BBYW,001000000000000,m
Y6BBYY,001000000010000,f
Y6BRBB,001000000000000,m
Y6BRRB,001010010000100,m
Y6BRRW,001000010010000,f
Y6BRRY,001110110010100,f
Y6BRWR,001100000000000,f
Y6BRWW,001010010000000,m
Y6BRWY,001010010000000,f
Y6BRYB,001001000100000,f
Y6BRYR,001111011111111,f
Y6BRYW,001110010100000,f
Y6BRYY,001111010110000,f
Y6BWBB,001000000011100,m
Y6BWBR,001011001001000,f
Y6BWBW,001001000001110,f
Y6BWBY,001000000000000,m
Y6BWRB,001010000000000,f
Y6BWRW,001000000000001,f
